sequence,split,step,time_s,x,z,rel_goal_x,rel_goal_z,nearest_obs_x,nearest_obs_z,vel_x,vel_z,clearance_m,obstacle_count,action_dx,action_dz,safe_sample,future_risk
3,train,38,6.9214,-1.4290595368088421,1.447527698082673,-1.5288034677505493,0.18611130118370056,0.6695695519447327,0.8689723014831543,-0.7630391716957092,0.09288977831602097,0.8970124125480652,1.0,-0.13898213301737838,0.01691920926521151,1,0
3,train,39,7.1036,-1.5680416698262205,1.4644469073478845,-1.3898212909698486,0.1691920906305313,0.8085516691207886,0.8520531058311462,-0.7630391716957092,0.09288977831602097,0.9746277332305908,1.0,-0.13898213301737772,0.01691920926521151,1,0
3,train,40,7.2857,-1.7070238028435982,1.481366116613096,-1.2508392333984375,0.15227288007736206,0.9475337862968445,0.8351339101791382,-0.7630391716957092,0.09288977831602097,1.0630395412445068,1.0,-0.13898213301737794,0.01691920926521151,1,0
3,train,41,7.4679,-1.8460059358609762,1.4982853258783075,-1.1118570566177368,0.1353536695241928,1.0865159034729004,0.8182146549224854,-0.7630391716957092,0.09288977831602097,1.1601442098617554,1.0,-0.1389821330173786,0.016919209265211732,1,0
3,train,42,7.65,-1.9849880688783548,1.5152045351435193,-0.9728749394416809,0.11843446642160416,1.225498080253601,0.8012954592704773,-0.7630391716957092,0.09288977831602097,1.2642130851745605,1.0,-0.13898213301737727,0.016919209265211288,1,0
3,train,43,7.8321,-2.123970201895732,1.5321237444087306,-0.833892822265625,0.1015152558684349,1.3644802570343018,0.7843762636184692,-0.7630391716957092,0.09288977831602097,1.3738653659820557,1.0,-0.1389821330173775,0.01691920926521151,1,0
3,train,44,8.0143,-2.2629523349131095,1.549042953673942,-0.6949106454849243,0.08459604531526566,1.503462314605713,0.7674570679664612,-0.7630391716957092,0.09288977831602097,1.4880133867263794,1.0,-0.13898213301737883,0.016919209265211732,1,0
3,train,45,8.1964,-2.4019344679304884,1.5659621629391538,-0.5559285283088684,0.0676768347620964,1.6424444913864136,0.7505378127098083,-0.7630391716957092,0.09288977831602097,1.6058048009872437,1.0,-0.13898213301737794,0.01691920926521151,1,0
3,train,46,8.3786,-2.5409166009478663,1.5828813722043653,-0.4169464111328125,0.05075762793421745,1.7814265489578247,0.7336186170578003,-0.7630391716957092,0.09288977831602097,1.7265713214874268,1.0,-0.13898213301737883,0.016919209265211732,1,0
3,train,47,8.5607,-2.679898733965245,1.599800581469577,-0.2779642641544342,0.0338384173810482,1.9204087257385254,0.7166994214057922,-0.7630391716957092,0.09288977831602097,1.8497872352600098,1.0,-0.1389821330173775,0.016919209265211288,1,0
3,train,48,8.7429,-2.8188808669826226,1.6167197907347883,-0.1389821320772171,0.0169192086905241,2.0593907833099365,0.6997802257537842,-0.7630391716957092,0.09288977831602097,1.975036382675171,1.0,-0.1389821330173775,0.01691920926521151,1,0
10,train,0,0.0,-0.477696,2.868745,1.0240859985351562,-6.006906032562256,-0.22825400531291962,-4.45804500579834,0.0,0.0,4.263884544372559,1.0,0.020899714285714355,-0.12258991836734712,1,0
10,train,1,0.2944,-0.45679628571428565,2.746155081632653,1.0031863451004028,-5.8843159675598145,-0.2491537183523178,-4.335454940795898,0.0709938332438469,-0.4164232909679413,4.142608642578125,1.0,0.020899714285714244,-0.12258991836734667,1,0
10,train,2,0.5888,-0.4358965714285714,2.6235651632653063,0.9822865724563599,-5.761726379394531,-0.2700534164905548,-4.212865352630615,0.0709938332438469,-0.4164232909679413,4.021511554718018,1.0,0.020899714285714244,-0.12258991836734712,1,0
10,train,3,0.8832,-0.41499685714285717,2.500975244897959,0.9613868594169617,-5.63913631439209,-0.290953129529953,-4.090275287628174,0.0709938332438469,-0.4164232909679413,3.9006104469299316,1.0,0.020899714285714355,-0.12258991836734712,1,0
10,train,4,1.1776,-0.3940971428571428,2.378385326530612,0.9404871463775635,-5.516546249389648,-0.3118528425693512,-3.9676852226257324,0.0709938332438469,-0.4164232909679413,3.7799220085144043,1.0,0.020899714285714244,-0.12258991836734712,1,0
10,train,5,1.4719,-0.37319742857142857,2.255795408163265,0.9195874333381653,-5.393956184387207,-0.3327525854110718,-3.84509539604187,0.0709938332438469,-0.4164232909679413,3.6594667434692383,1.0,0.020899714285714244,-0.12258991836734623,1,0
10,train,6,1.7663,-0.3522977142857143,2.1332054897959187,0.8986877202987671,-5.271366596221924,-0.35365229845046997,-3.722505569458008,0.0709938332438469,-0.4164232909679413,3.53926682472229,1.0,0.0208997142857143,-0.12258991836734712,1,0
10,train,7,2.0607,-0.331398,2.0106155714285716,0.8777880072593689,-5.148776531219482,-0.37455201148986816,-3.5999155044555664,0.0709938332438469,-0.4164232909679413,3.4193482398986816,1.0,0.0208997142857143,-0.12258991836734712,1,0
10,train,8,2.3551,-0.3104982857142857,1.8880256530612245,0.8568882942199707,-5.026186466217041,-0.39545172452926636,-3.477325677871704,0.0709938332438469,-0.4164232909679413,3.299739360809326,1.0,0.0208997142857143,-0.12258991836734667,1,0
10,train,9,2.6495,-0.2895985714285714,1.7654357346938778,0.8359885811805725,-4.903596878051758,-0.41635143756866455,-3.354735851287842,0.0709938332438469,-0.4164232909679413,3.1804733276367188,1.0,0.0208997142857143,-0.12258991836734734,1,0
10,train,10,2.9439,-0.26869885714285713,1.6428458163265305,0.8150888681411743,-4.781006813049316,-0.43725115060806274,-3.2321457862854004,0.0709938332438469,-0.4164232909679413,3.0615878105163574,1.0,0.020899714285714244,-0.12258991836734712,1,0
10,train,11,3.2383,-0.24779914285714288,1.5202558979591834,0.7941891551017761,-4.658416748046875,-0.45815086364746094,-3.109555959701538,0.0709938332438469,-0.4164232909679413,2.9431259632110596,1.0,0.0208997142857143,-0.1225899183673469,1,0
10,train,12,3.5327,-0.22689942857142859,1.3976659795918365,0.7732894420623779,-4.535827159881592,-0.47905057668685913,-2.9869658946990967,0.0709938332438469,-0.4164232909679413,2.825137138366699,1.0,0.0208997142857143,-0.1225899183673469,1,0
10,train,13,3.827,-0.20599971428571429,1.2750760612244896,0.7523897290229797,-4.41323709487915,-0.4999502897262573,-2.8643760681152344,0.0709938332438469,-0.4164232909679413,2.707679510116577,1.0,0.0208997142857143,-0.1225899183673469,1,0
10,train,14,4.1214,-0.1851,1.1524861428571427,0.7314900159835815,-4.290647029876709,-0.5208500027656555,-2.741786241531372,0.0709938332438469,-0.4164232909679413,2.590819835662842,1.0,0.020899714285714327,-0.12258991836734734,1,0
10,train,15,4.4158,-0.16420028571428566,1.0298962244897953,0.7105903029441833,-4.168057441711426,-0.5417497158050537,-2.6191961765289307,0.0709938332438469,-0.4164232909679413,2.4746367931365967,1.0,0.02089971428571427,-0.12258991836734667,1,0
10,train,16,4.7102,-0.1433005714285714,0.9073063061224487,0.6896905899047852,-4.045467376708984,-0.5626494288444519,-2.4966063499450684,0.0709938332438469,-0.4164232909679413,2.359221935272217,1.0,0.020899714285714244,-0.12258991836734678,1,0
10,train,17,5.0046,-0.12240085714285714,0.7847163877551019,0.668790876865387,-3.922877311706543,-0.5835491418838501,-2.374016284942627,0.0709938332438469,-0.4164232909679413,2.2446846961975098,1.0,0.020899714285714258,-0.122589918367347,1,0
10,train,18,5.299,-0.10150114285714289,0.6621264693877549,0.6478911638259888,-3.8002874851226807,-0.6044488549232483,-2.2514264583587646,0.0709938332438469,-0.4164232909679413,2.1311540603637695,1.0,0.02089971428571434,-0.12258991836734734,1,0
10,train,19,5.5934,-0.08060142857142855,0.5395365510204075,0.6269914507865906,-3.6776976585388184,-0.6253485679626465,-2.1288366317749023,0.0709938332438469,-0.4164232909679413,2.018784761428833,1.0,0.020899714285714327,-0.12258991836734684,1,0
10,train,20,5.8878,-0.05970171428571422,0.4169466326530607,0.6060917377471924,-3.555107593536377,-0.6462482810020447,-2.006246566772461,0.0709938332438469,-0.4164232909679413,1.9077624082565308,1.0,0.020899714285714258,-0.1225899183673469,1,0
10,train,21,6.1821,-0.03880199999999996,0.2943567142857138,0.5851920247077942,-3.4325177669525146,-0.6671479940414429,-1.8836567401885986,0.0709938332438469,-0.4164232909679413,1.7983115911483765,1.0,0.020899714285714355,-0.12258991836734734,1,0
10,train,22,6.4765,-0.017902285714285607,0.17176679591836647,0.564292311668396,-3.3099277019500732,-0.6880477070808411,-1.7610667943954468,0.0709938332438469,-0.4164232909679413,1.6907051801681519,1.0,0.020899714285714275,-0.12258991836734685,1,0
10,train,23,6.7709,0.002997428571428668,0.04917687755101961,0.5433925986289978,-3.187337875366211,-0.7089474201202393,-1.638476848602295,0.0709938332438469,-0.4164232909679413,1.58527672290802,1.0,0.020899714285714247,-0.12258991836734674,1,0
10,train,24,7.0653,0.023897142857142915,-0.07341304081632713,0.5224928855895996,-3.0647480487823486,-0.7298471331596375,-1.515886902809143,0.0709938332438469,-0.4164232909679413,1.4824358224868774,1.0,0.020899714285714244,-0.12258991836734673,1,0
10,train,25,7.3597,0.04479685714285716,-0.19600295918367386,0.5015931725502014,-2.9421579837799072,-0.7507468461990356,-1.3932970762252808,0.0709938332438469,-0.4164232909679413,1.3826868534088135,1.0,0.020899714285714306,-0.12258991836734687,1,0
10,train,26,7.6541,0.06569657142857147,-0.3185928775510207,0.48069342970848083,-2.819568157196045,-0.7716465592384338,-1.270707130432129,0.0709938332438469,-0.4164232909679413,1.2866523265838623,1.0,0.020899714285714327,-0.12258991836734734,1,1
10,train,27,7.9485,0.08659628571428579,-0.44118279591836806,0.45979371666908264,-2.6969780921936035,-0.792546272277832,-1.148117184638977,0.0709938332438469,-0.4164232909679413,1.1950995922088623,1.0,0.020899714285714244,-0.1225899183673469,1,1
10,train,28,8.2429,0.10749600000000004,-0.563772714285715,0.43889400362968445,-2.574388265609741,-0.8134459853172302,-1.0255272388458252,0.0709938332438469,-0.4164232909679413,1.1089693307876587,1.0,0.02089971428571427,-0.12258991836734667,1,1
10,train,29,8.5372,0.1283957142857143,-0.6863626326530616,0.41799429059028625,-2.451798439025879,-0.8343456983566284,-0.9029373526573181,0.0709938332438469,-0.4164232909679413,1.0294017791748047,1.0,0.020899714285714355,-0.12258991836734734,1,1
10,train,30,8.8316,0.14929542857142866,-0.808952551020409,0.39709457755088806,-2.3292083740234375,-0.8552454113960266,-0.780347466468811,0.0709938332438469,-0.4164232909679413,0.9577507972717285,1.0,0.02089971428571427,-0.1225899183673469,1,1
10,train,31,9.126,0.17019514285714293,-0.9315424693877559,0.37619486451148987,-2.206618547439575,-0.8761451244354248,-0.6577575206756592,0.0709938332438469,-0.4164232909679413,0.8955707550048828,1.0,0.02089971428571427,-0.1225899183673469,1,1
10,train,32,9.4204,0.1910948571428572,-1.0541323877551028,0.3552951514720917,-2.084028720855713,-0.897044837474823,-0.5351676344871521,0.0709938332438469,-0.4164232909679413,0.8445543646812439,1.0,0.02089971428571427,-0.1225899183673469,1,1
10,train,33,9.7148,0.21199457142857148,-1.1767223061224497,0.3343954384326935,-1.9614386558532715,-0.9179445505142212,-0.41257768869400024,0.0709938332438469,-0.4164232909679413,0.8064008355140686,1.0,0.02089971428571427,-0.12258991836734667,1,1
10,train,34,10.0092,0.23289428571428575,-1.2993122244897963,0.3134957253932953,-1.8388488292694092,-0.9388442635536194,-0.2899877727031708,0.0709938332438469,-0.4164232909679413,0.7826095223426819,1.0,0.020899714285714216,-0.12258991836734667,1,1
10,train,35,10.3036,0.25379399999999996,-1.421902142857143,0.2925960123538971,-1.7162588834762573,-0.9597439765930176,-0.1673978567123413,0.0709938332438469,-0.4164232909679413,0.774233341217041,1.0,0.020899714285714188,-0.12258991836734645,1,1
10,train,36,10.598,0.27469371428571415,-1.5444920612244895,0.2716962993144989,-1.5936689376831055,-0.9806436896324158,-0.04480793699622154,0.0709938332438469,-0.4164232909679413,0.7816668748855591,1.0,0.02089971428571441,-0.122589918367348,1,1
10,train,37,10.8923,0.29559342857142856,-1.6670819795918375,0.2507965862751007,-1.4710789918899536,-1.001543402671814,0.07778198271989822,0.0709938332438469,-0.4164232909679413,0.8045592308044434,1.0,0.0208997142857143,-0.12258991836734667,1,0
10,train,38,11.1867,0.31649314285714286,-1.7896718979591841,0.22989685833454132,-1.3484890460968018,-1.022443175315857,0.2003718912601471,0.0709938332438469,-0.4164232909679413,0.8418919444084167,1.0,0.0208997142857143,-0.1225899183673469,1,0
10,train,39,11.4811,0.33739285714285716,-1.912261816326531,0.20899714529514313,-1.2258992195129395,-1.0433428287506104,0.32296180725097656,0.0709938332438469,-0.4164232909679413,0.8921852707862854,1.0,0.020899714285714244,-0.1225899183673469,1,0
10,train,40,11.7755,0.3582925714285714,-2.034851734693878,0.18809743225574493,-1.1033092737197876,-1.0642426013946533,0.44555172324180603,0.0709938332438469,-0.4164232909679413,0.9537454843521118,1.0,0.020899714285714244,-0.12258991836734712,1,0
10,train,41,12.0699,0.37919228571428565,-2.157441653061225,0.16719771921634674,-0.9807193279266357,-1.0851422548294067,0.5681416392326355,0.0709938332438469,-0.4164232909679413,1.0248749256134033,1.0,0.0208997142857143,-0.12258991836734667,1,0
10,train,42,12.3643,0.40009199999999995,-2.2800315714285717,0.14629800617694855,-0.8581294417381287,-1.1060420274734497,0.6907315850257874,0.0709938332438469,-0.4164232909679413,1.1040087938308716,1.0,0.020899714285714244,-0.12258991836734667,1,0
10,train,43,12.6587,0.4209917142857142,-2.4026214897959184,0.12539829313755035,-0.7355394959449768,-1.1269416809082031,0.8133214712142944,0.0709938332438469,-0.4164232909679413,1.189780354499817,1.0,0.02089971428571441,-0.122589918367348,1,0
10,train,44,12.9531,0.4418914285714286,-2.5252114081632664,0.10449857264757156,-0.6129496097564697,-1.147841453552246,0.9359114170074463,0.0709938332438469,-0.4164232909679413,1.2810368537902832,1.0,0.020899714285714244,-0.12258991836734667,1,0
10,train,45,13.2474,0.46279114285714285,-2.647801326530613,0.08359885960817337,-0.49035966396331787,-1.1687411069869995,1.0585013628005981,0.0709938332438469,-0.4164232909679413,1.3768261671066284,1.0,0.020899714285714244,-0.12258991836734667,1,0
10,train,46,13.5418,0.4836908571428571,-2.7703912448979597,0.06269914656877518,-0.3677697479724884,-1.1896408796310425,1.1810911893844604,0.0709938332438469,-0.4164232909679413,1.4763716459274292,1.0,0.020899714285714355,-0.12258991836734712,1,0
10,train,47,13.8362,0.5045905714285714,-2.892981163265307,0.041799429804086685,-0.24517983198165894,-1.210540533065796,1.3036811351776123,0.0709938332438469,-0.4164232909679413,1.5790427923202515,1.0,0.020899714285714244,-0.12258991836734667,1,0
10,train,48,14.1306,0.5254902857142857,-3.0155710816326535,0.020899714902043343,-0.12258991599082947,-1.2314403057098389,1.4262710809707642,0.0709938332438469,-0.4164232909679413,1.6843286752700806,1.0,0.020899714285714244,-0.12258991836734667,1,0
1,train,0,0.0,0.558693,-3.5918160000000006,0.07663100212812424,6.535967826843262,-1.3181829452514648,5.908316135406494,0.0,0.0,5.853577613830566,1.0,0.0015638979591835467,0.1333871020408166,1,0
1,train,1,0.2459,0.5602568979591835,-3.458428897959184,0.07506710290908813,6.402580738067627,-1.3197468519210815,5.774929046630859,0.0063594188541173935,0.5424039959907532,5.72381067276001,1.0,0.0015638979591837687,0.13338710204081572,1,0
1,train,2,0.4918,0.5618207959183673,-3.3250417959183682,0.07350320369005203,6.269193649291992,-1.3213107585906982,5.641541957855225,0.0063594188541173935,0.5424039959907532,5.594208717346191,1.0,0.0015638979591837687,0.1333871020408166,1,0
1,train,3,0.7378,0.5633846938775511,-3.1916546938775516,0.07193930447101593,6.135806560516357,-1.322874665260315,5.50815486907959,0.0063594188541173935,0.5424039959907532,5.46478271484375,1.0,0.0015638979591836577,0.1333871020408166,1,0
1,train,4,0.9837,0.5649485918367347,-3.058267591836735,0.07037540525197983,6.002419471740723,-1.3244385719299316,5.374767780303955,0.0063594188541173935,0.5424039959907532,5.335545539855957,1.0,0.0015638979591836577,0.13338710204081616,1,0
1,train,5,1.2296,0.5665124897959184,-2.924880489795919,0.06881151348352432,5.869032382965088,-1.3260024785995483,5.24138069152832,0.0063594188541173935,0.5424039959907532,5.206510066986084,1.0,0.0015638979591836577,0.13338710204081616,1,0
1,train,6,1.4755,0.568076387755102,-2.7914933877551027,0.06724761426448822,5.735645294189453,-1.327566385269165,5.1079936027526855,0.0063594188541173935,0.5424039959907532,5.077691555023193,1.0,0.0015638979591836577,0.1333871020408166,1,0
1,train,7,1.7214,0.5696402857142857,-2.658106285714286,0.06568371504545212,5.602258205413818,-1.3291302919387817,4.974606513977051,0.0063594188541173935,0.5424039959907532,4.949106216430664,1.0,0.0015638979591836577,0.13338710204081616,1,0
1,train,8,1.9673,0.5712041836734694,-2.52471918367347,0.06411981582641602,5.468871116638184,-1.3306941986083984,4.841218948364258,0.0063594188541173935,0.5424039959907532,4.82077169418335,1.0,0.0015638979591836577,0.1333871020408166,1,0
1,train,9,2.2133,0.572768081632653,-2.3913320816326533,0.06255591660737991,5.335484027862549,-1.3322581052780151,4.707831859588623,0.0063594188541173935,0.5424039959907532,4.692708492279053,1.0,0.0015638979591837687,0.13338710204081616,1,0
1,train,10,2.4592,0.5743319795918368,-2.257944979591837,0.06099202111363411,5.202096939086914,-1.3338220119476318,4.574444770812988,0.0063594188541173935,0.5424039959907532,4.564937114715576,1.0,0.0015638979591836577,0.1333871020408166,1,0
1,train,11,2.7051,0.5758958775510205,-2.1245578775510205,0.05942812189459801,5.068709850311279,-1.3353859186172485,4.4410576820373535,0.0063594188541173935,0.5424039959907532,4.437483310699463,1.0,0.0015638979591836577,0.13338710204081594,1,0
1,train,12,2.951,0.5774597755102041,-1.9911707755102046,0.057864222675561905,4.9353227615356445,-1.3369498252868652,4.307670593261719,0.0063594188541173935,0.5424039959907532,4.310372829437256,1.0,0.0015638979591836577,0.13338710204081639,1,0
1,train,13,3.1969,0.5790236734693878,-1.8577836734693882,0.0563003271818161,4.80193567276001,-1.338513731956482,4.174283504486084,0.0063594188541173935,0.5424039959907532,4.183635711669922,1.0,0.0015638979591836577,0.13338710204081639,1,0
1,train,14,3.4429,0.5805875714285714,-1.7243965714285718,0.05473642796278,4.668548583984375,-1.340077519416809,4.040896415710449,0.0063594188541173935,0.5424039959907532,4.057305812835693,1.0,0.0015638979591836577,0.13338710204081639,1,0
1,train,15,3.6888,0.5821514693877551,-1.5910094693877554,0.053172532469034195,4.53516149520874,-1.3416414260864258,3.9075095653533936,0.0063594188541173935,0.5424039959907532,3.931420087814331,1.0,0.0015638979591837687,0.13338710204081639,1,0
