dataset,sample,topic,frame_offset,timestamp_ns,cluster_id,point_count,voxel_count,bbox_min_x_m,bbox_min_y_m,bbox_min_z_m,bbox_max_x_m,bbox_max_y_m,bbox_max_z_m,bbox_center_x_m,bbox_center_y_m,bbox_center_z_m,bbox_size_x_m,bbox_size_y_m,bbox_size_z_m,bbox_volume_m3
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,825,1690462149770231186,5,95,14,8.361,-0.344,3.242,8.956,0.346,4.184,8.6585,0.001,3.713,0.595,0.69,0.942,0.3867
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,825,1690462149770231186,6,55,14,16.961,-0.995,3.05,17.445,-0.809,4.101,17.203,-0.902,3.5755,0.484,0.186,1.051,0.0946
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,825,1690462149770231186,7,44,20,18.061,-0.313,-0.566,19.474,1.038,0.042,18.7675,0.3625,-0.262,1.413,1.351,0.608,1.1606
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,825,1690462149770231186,8,39,21,6.382,0.425,4.364,9.796,0.935,4.997,8.089,0.68,4.6805,3.414,0.51,0.633,1.1021
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,825,1690462149770231186,9,38,9,10.259,5.243,-0.374,10.638,5.561,0.728,10.4485,5.402,0.177,0.379,0.318,1.102,0.1328
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,1651,1690462158030330428,0,343,209,23.421,-4.69,-0.57,24.594,3.111,4.004,24.0075,-0.7895,1.717,1.173,7.801,4.574,41.8547
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,1651,1690462158030330428,1,331,54,8.207,4.684,0.397,10.62,5.856,3.973,9.4135,5.27,2.185,2.413,1.172,3.576,10.1131
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,1651,1690462158030330428,2,146,34,6.174,-2.905,4.296,10.087,-1.654,5.0,8.1305,-2.2795,4.648,3.913,1.251,0.704,3.4462
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,1651,1690462158030330428,3,143,84,12.911,1.28,2.23,17.884,3.592,4.376,15.3975,2.436,3.303,4.973,2.312,2.146,24.6738
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,1651,1690462158030330428,4,140,69,8.426,3.343,-0.597,15.256,3.729,0.524,11.841,3.536,-0.0365,6.83,0.386,1.121,2.9554
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,1651,1690462158030330428,5,131,63,10.105,6.412,3.097,14.742,6.767,4.98,12.4235,6.5895,4.0385,4.637,0.355,1.883,3.0997
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,1651,1690462158030330428,6,127,35,8.282,1.753,2.052,9.023,3.687,3.181,8.6525,2.72,2.6165,0.741,1.934,1.129,1.618
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,1651,1690462158030330428,7,126,16,8.284,-2.625,2.521,9.387,-2.064,4.159,8.8355,-2.3445,3.34,1.103,0.561,1.638,1.0136
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,1651,1690462158030330428,8,88,18,10.339,4.873,-0.199,11.005,5.56,1.252,10.672,5.2165,0.5265,0.666,0.687,1.451,0.6639
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,1651,1690462158030330428,9,88,33,16.973,-4.207,1.772,17.453,-2.471,4.206,17.213,-3.339,2.989,0.48,1.736,2.434,2.0282
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,1651,1690462158030330428,10,48,21,18.06,-0.746,-0.565,19.039,1.117,0.056,18.5495,0.1855,-0.2545,0.979,1.863,0.621,1.1326
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,1651,1690462158030330428,11,40,17,11.524,-3.649,3.9,14.074,-2.901,3.96,12.799,-3.275,3.93,2.55,0.748,0.06,0.1144
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,2477,1690462166290307373,0,208,35,7.451,2.382,1.687,8.89,3.595,4.848,8.1705,2.9885,3.2675,1.439,1.213,3.161,5.5175
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,2477,1690462166290307373,1,207,125,9.726,2.605,0.837,17.461,3.672,3.235,13.5935,3.1385,2.036,7.735,1.067,2.398,19.7913
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,2477,1690462166290307373,2,190,67,9.896,-0.267,2.945,17.519,0.898,4.435,13.7075,0.3155,3.69,7.623,1.165,1.49,13.2324
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,2477,1690462166290307373,3,151,112,11.095,-4.519,-0.555,18.871,-3.03,1.57,14.983,-3.7745,0.5075,7.776,1.489,2.125,24.6042
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,2477,1690462166290307373,4,95,19,8.378,0.441,3.315,8.868,1.634,4.226,8.623,1.0375,3.7705,0.49,1.193,0.911,0.5325
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,2477,1690462166290307373,5,80,41,18.063,-0.896,-0.554,20.292,0.987,0.426,19.1775,0.0455,-0.064,2.229,1.883,0.98,4.1133
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,2477,1690462166290307373,6,46,24,19.048,2.148,-0.021,20.06,3.568,2.296,19.554,2.858,1.1375,1.012,1.42,2.317,3.3296
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,3302,1690462174550345645,0,82,41,18.051,-0.925,-0.618,20.254,1.112,0.409,19.1525,0.0935,-0.1045,2.203,2.037,1.027,4.6087
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,3302,1690462174550345645,1,74,20,5.332,-3.72,-0.614,5.793,-2.613,0.166,5.5625,-3.1665,-0.224,0.461,1.107,0.78,0.3981
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,4128,1690462182800296760,0,96,68,23.609,-3.528,-0.627,24.586,3.171,1.054,24.0975,-0.1785,0.2135,0.977,6.699,1.681,11.002
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,4128,1690462182800296760,1,48,26,19.034,2.141,-0.627,19.501,3.614,0.703,19.2675,2.8775,0.038,0.467,1.473,1.33,0.9149
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,4128,1690462182800296760,2,46,29,18.074,-0.917,-0.597,19.737,1.041,0.409,18.9055,0.062,-0.094,1.663,1.958,1.006,3.2757
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,4128,1690462182800296760,3,36,25,10.509,3.609,-0.619,14.696,3.692,0.039,12.6025,3.6505,-0.29,4.187,0.083,0.658,0.2287
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,4954,1690462191070302432,0,81,14,5.456,-3.398,-0.035,5.753,-2.632,0.717,5.6045,-3.015,0.341,0.297,0.766,0.752,0.1711
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,4954,1690462191070302432,1,79,18,10.334,4.845,0.652,11.07,5.567,1.898,10.702,5.206,1.275,0.736,0.722,1.246,0.6621
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,4954,1690462191070302432,2,56,26,18.065,-0.775,-0.53,19.43,1.046,0.071,18.7475,0.1355,-0.2295,1.365,1.821,0.601,1.4939
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,4954,1690462191070302432,3,35,20,8.428,-5.328,-0.147,9.744,-4.967,0.974,9.086,-5.1475,0.4135,1.316,0.361,1.121,0.5326
Multi-LiDAR Multi-UAV,Tello03_avia_livox,/avia/livox/lidar,5780,1690462199320347748,0,86,63,23.618,-3.809,-0.528,24.584,1.47,0.973,24.101,-1.1695,0.2225,0.966,5.279,1.501,7.6544
