dataset,sample,topic,frame_offset,timestamp_ns,cluster_id,point_count,voxel_count,bbox_min_x_m,bbox_min_y_m,bbox_min_z_m,bbox_max_x_m,bbox_max_y_m,bbox_max_z_m,bbox_center_x_m,bbox_center_y_m,bbox_center_z_m,bbox_size_x_m,bbox_size_y_m,bbox_size_z_m,bbox_volume_m3
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,360,1690899104446886580,5,123,39,13.1675,4.295,-0.6291,15.3506,5.1485,2.118,14.259,4.7217,0.7444,2.1831,0.8535,2.7471,5.1184
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,360,1690899104446886580,6,101,31,15.8016,4.2802,-0.664,16.4828,4.9397,2.0428,16.1422,4.61,0.6894,0.6812,0.6594,2.7068,1.216
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,360,1690899104446886580,7,44,23,18.2307,-1.3207,-0.5394,19.9258,0.579,0.4278,19.0783,-0.3709,-0.0558,1.6951,1.8997,0.9671,3.1143
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,360,1690899104446886580,8,39,13,12.0813,-1.0539,4.3944,12.41,2.2763,4.8932,12.2457,0.6112,4.6438,0.3287,3.3302,0.4987,0.5459
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,450,1690899108946058565,0,388,67,8.3829,0.5698,-0.5962,9.012,3.5849,3.7312,8.6974,2.0774,1.5675,0.6291,3.015,4.3274,8.2084
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,450,1690899108946058565,1,234,146,17.5757,3.1667,2.5126,23.7805,6.3039,4.9897,20.6781,4.7353,3.7511,6.2048,3.1371,2.4771,48.2174
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,450,1690899108946058565,2,226,72,13.201,3.9019,-0.6497,16.4394,5.1112,2.1299,14.8202,4.5065,0.7401,3.2384,1.2093,2.7797,10.886
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,450,1690899108946058565,3,207,124,15.2569,-5.817,-0.651,19.0304,-3.6316,4.4503,17.1437,-4.7243,1.8997,3.7735,2.1854,5.1013,42.068
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,450,1690899108946058565,4,160,67,17.057,-2.9708,-0.4854,17.6025,3.2781,4.3216,17.3298,0.1536,1.9181,0.5455,6.249,4.807,16.3865
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,450,1690899108946058565,5,134,48,19.1896,1.6884,-0.55,19.7385,3.4272,2.1609,19.464,2.5578,0.8054,0.5488,1.7388,2.7109,2.587
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,450,1690899108946058565,6,37,13,11.9509,-1.0528,4.3841,12.2882,2.2757,4.6053,12.1195,0.6114,4.4947,0.3373,3.3285,0.2212,0.2483
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,450,1690899108946058565,7,36,22,18.7218,3.8682,-0.5634,20.4438,4.8457,1.6237,19.5828,4.3569,0.5302,1.722,0.9774,2.1871,3.6812
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,540,1690899113446180363,0,388,63,8.409,0.6183,-0.5953,9.012,3.602,3.7231,8.7105,2.1102,1.5639,0.603,2.9838,4.3184,7.7701
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,540,1690899113446180363,1,228,66,13.213,4.2132,-0.6603,16.4066,5.1004,2.1065,14.8098,4.6568,0.7231,3.1936,0.8872,2.7668,7.8388
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,540,1690899113446180363,2,214,132,15.3385,-5.84,-0.6695,19.8791,-4.4272,4.4711,17.6088,-5.1336,1.9008,4.5406,1.4128,5.1406,32.9758
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,540,1690899113446180363,3,204,123,17.4807,3.2324,2.2841,21.9855,6.2848,4.9642,19.7331,4.7586,3.6241,4.5048,3.0524,2.6801,36.8519
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,540,1690899113446180363,4,168,72,16.929,-4.1586,-0.4861,17.6742,3.2915,4.3154,17.3016,-0.4335,1.9147,0.7451,7.45,4.8015,26.6549
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,540,1690899113446180363,5,136,49,19.192,1.6938,-0.5497,19.6983,3.4252,2.1527,19.4452,2.5595,0.8015,0.5063,1.7314,2.7023,2.3691
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,540,1690899113446180363,6,37,22,18.2257,-1.3187,-0.5458,20.6099,0.5791,0.1908,19.4178,-0.3698,-0.1775,2.3841,1.8978,0.7366,3.333
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,540,1690899113446180363,7,35,11,11.9847,-1.1511,4.4276,12.3864,1.808,4.5926,12.1856,0.3285,4.5101,0.4018,2.9591,0.1649,0.1961
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,631,1690899117997660568,0,411,69,8.3102,0.5151,-0.5956,9.0177,3.5898,3.7374,8.6639,2.0525,1.5709,0.7074,3.0747,4.333,9.4248
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,631,1690899117997660568,1,226,69,13.2242,4.227,-0.6672,16.4552,5.1025,2.117,14.8397,4.6648,0.7249,3.231,0.8755,2.7842,7.8756
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,631,1690899117997660568,2,221,138,17.5133,3.1712,2.5107,23.6719,6.3119,4.9731,20.5926,4.7416,3.7419,6.1586,3.1407,2.4624,47.6298
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,631,1690899117997660568,3,170,73,16.8866,-4.1449,-0.4855,17.7241,3.2858,4.8367,17.3054,-0.4296,2.1756,0.8375,7.4307,5.3222,33.1203
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,631,1690899117997660568,4,134,48,19.1958,1.692,-0.5489,19.6996,3.4225,2.1551,19.4477,2.5572,0.8031,0.5038,1.7305,2.704,2.3575
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,631,1690899117997660568,5,122,73,15.3976,-5.8431,-0.4819,19.1771,-4.418,4.4001,17.2874,-5.1305,1.9591,3.7794,1.425,4.882,26.2938
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,631,1690899117997660568,6,73,48,15.3931,-5.7822,-0.6627,19.4336,-5.36,1.8085,17.4133,-5.5711,0.5729,4.0404,0.4222,2.4712,4.215
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,631,1690899117997660568,7,39,22,18.2457,-1.3208,-0.5452,19.8805,0.5794,0.1764,19.0631,-0.3707,-0.1844,1.6348,1.9001,0.7216,2.2417
Multi-LiDAR Multi-UAV,HolybroStdn01_ouster,/ouster/points,631,1690899117997660568,8,35,12,11.9134,-1.0543,4.3931,12.3136,2.2748,4.6036,12.1135,0.6103,4.4983,0.4002,3.3291,0.2105,0.2805
